room,idx,original,translated,comments
158,11,"Oh dear, you again. Actually, looking at your past track record, I'm surprised you didn't take off your boot and start showing me that. I'd better do evolution a favor and prevent you from reproducing. Bye.","___ __, ___ ___ ___. _____, _____ ____ __ ________ _______ ___, ___ _____ ___ ____ __ ____ ______ __ ____. ____ _____ ____ _________ _____ ___ _______. _______.",
158,12,"Oh dear, how inconvenient. Another life form is in a restricted area. How your race manages not to vaporize itself into extinction is beyond me. I guess I'll have to be polite about this. Pardon me for terminating you.","___ _____, ___ __ ____. ___ ____ ____ _____ _____. ____ ______ ____ _____ ____ ____ ___ _____ __ ____ __ ____ _____ ______. _____ ____ ______. ___ __ __ ______.",
158,13,"Allow me to state the obvious. This is an entirely bullet-proof environment, designed to protect us from the acts of imbeciles who fire off rapid-action implements in an enclosed space. Nevertheless, don't do that again.","____ __ _____ __ _____ _____. ____ _____ _____ ______ ______, _______ ____ _____ ____ ________ ______ ___ _____ ____ ____. __ __ __, __ ____ ___ ___.",
158,14,"Oh my, we are even below organic intellectual levels aren't we? Don't tell me, let me guess, your race evolved from belly button lint. Well, let's get this over with and do evolution a favor.","___ ____, _____ _____ ____ ____ _______ ______ __ __? __ ____ __, __ __ ____, ____ ____ _____ ____ _____. ____, ___ ____ ____ _________ _____ ___ ___.",
158,15,Well... Are we going to do something or are you practicing to walk?,____... _____ ________ _____ ____ ____ __ ___ _______ __ _____?,
158,16,Heeelllllllllooo. Are we still conscious? You organic models can be soooo trying sometimes.,________________. _____ _____ _____? ___ ______ _________ ______ _____ __ __ _______ ______.,
158,17,"That's ok. Just stand around mindlessly - I don't mind. I'm just a robot, slave to you ehem... superior organic life forms, and I've been endowed with infinite patience.","___ ____. ____ ______ __ _____ ___ - __ __ ____. ___ ___ _____, ___ ___ ___... _____ ____ ________ _____, _______ _______ ________.",
170,0,"What's your name, soldier?","__ ___, ____?",
170,1,"My name's 4563345389843734763043603209350759, sir, but everyone just calls me 45633453898437 for short.","___ ___ 4563345389843734763043603209350759, _____, ___ ____ _____ ____ _____ 45633453898437 .",
170,2,"How're you doing, son.","__ _____, ___.",
170,3,"Son, sir?","___, _____?",
170,4,"Sir, are you going to attend the maturation and reproduction ceremony tonite?","_____, _____ _______ ____ ______ _______ _____?",
170,5,"Where might I find the Star Generator, soldier?","____ ____ _____ _______, ____?",
170,6,"I'm sorry sir, it's confidential. If I told you, I'd have to kill you. No offense, its just my job.","_____ _____, ___ ____ ____. __ ____ __, _____ ____ ____. __ _____, __ ______ ___.",
170,7,"Uh... Uh... No offense taken soldier. Good work. Just checking your alertness. Yeh, that's it, just checking your alertness.","__... __... __ ______ ____ ____. _____ ______. __ ____ __ _______ ___. __, ___ __, ____ __ _______ ___.",
170,8,"Sir, I cannot chitchat, so please MOVE ON!","_____, ____ __ _____, __ _____ ___ _____!",
170,9,"Sure thing, you arrogant, green putz.","___ ____, _____ ___ _____ ____.",
170,10,Halt! No one is allowed access to the Captain's personal escape pod.,____! ___ _____ ______ ______ ______ __ _______.,
170,11,"In fact, come to think of it, I'm not even sure the Captain has access to the Captain's personal escape pod.","_____, _____ ____ __ __, ___ _____ __ ____ ________ ____ __ ____ ______ ______ ______ __ _______.",
170,12,Yeah. Ok. Sure bud. Just don't tax those green brain cells.,__. ____. ____ ___. __ __ ____ __ ___ ____ _______.,
2,0,***Thank you for playing Space Quest I. You've been most entertaining.,***____ _______ ___ ____ 1. _____ _____ ____.,
20,0,Erosion has drilled a small hole into the side of this section of vertebrae. What could be in there?,______ ______ ____ ___ ___ ___ ____ ______ __. __ ____ _____ __?,
20,1,You don't have time for that. You're much too busy running for your life currently.,___ __ ___ ___. ___ ____ ___ _____ __ ____ ____ ___.,
20,2,This hole isn't of the edible variety.,____ ___ ____ _____ _____.,
20,3,The dark hole merely echoes your wondrous words.,____ _____ _____ _____ __ _______ _______.,
20,4,You pick up a faint scent of something organic. Maybe there's someone else on this Ken-forsaken planet.,___ ____ _____ ____ __ ____ ______. ____ __ ___ _____ __ _____ ____-__ ___.,
20,5,Being in closer proximity would be helpful.,________ _____ ____ ____ _____ ___.,
20,6,"Cautiously, you decide to investigate further.","_______, ___ _____ _____ __ _____ _____.",
20,7,That should teach you not to be messing around in strange holes.,__ ____ ____ __ ______ __ _____ ______.,
22,0,It's the hole you were jettisoned from when you were expelled from the cavern area.,__ ____ ______ ____ ____ _____ ____ _____.,
22,1,"The cave is very small and empty, not unlike your grey matter.","_____ ____ ____ _____, _____ _____ _____ ___.",
22,2,There's nothing you can do as there is no visible means of entry.,___ ____ _____ _____ ____ ____ __ _____ _____ ____ ____.,
22,3,Your shout produces no response.,______ ___ __ _____ ______.,
22,4,It smells empty.,__ ____ ______.,
22,5,It tastes calcium-rich.,__ ___ ___ ____ _____.,
23,0,I'd say that the widening of those cracks is an excellent indication that this thing is not a truly stable unit. And don't you hate the way it makes your brain bounce around like a handball in all that spare cranial space?,_____ ____ _______ ________ ____ _________ _____ ___ _______ ___ ____ ____ ____. _____ ___ _____ ___ _____ ___ ____ ___ ____ __ ______ ____ _________?,
23,1,No doubt about it! There's going to be an accident (of one kind or another) on this shaky piece of calcium-rich matter.,___ ___ ______! ____ _____ (____ ___ __ ___) __ ____ _____ ____ _____ __.,
23,2,"You've always got to push things to the limit, don't you? We warned you, but NO! YOU had to do it just one more time. Well, just wait 'til your father gets home!","____ ____ _____ __ _______, ____? ______ ____, ___ __! ____ ____ _____ ___ ___ ___. ___, ___ ___ __ ____ ___ ____ _____!",
23,3,"If nothing else, it makes a pleasant thud.","___ _____, __ ____ _____ _____.",
23,4,It was not known that you are a master of the protrusion toss! That was a fine effort.,__ _______ __ ____ _____ _____ _____! __ _____ __ ______.,
23,5,It's the snapped spinal protrusion you dislodged - resulting in its present position on the sand.,__ _____ ____ _____ ______ ______ - ______ _______ _______ __ ____.,
23,6,"It must be a snapped spinal protrusion just sitting here, without, as yet, having succumbed to the nearly unresistable attraction of gravity.",,
23,7,You've done all the relocation of this thing that your limited physique is capable of.,____ __ __ _______ ________ ____ ___ _____ _______ ____ ____ _______ ___.,
23,8,"I'll bet that if you COULD reach it from here, you WOULD pull that sucker down on your very own head.","___ _____ _____ __ _____ _____ ___ ____, ____ ____ __ ____ ___ __ ____ ___.",
23,9,"Hmm. It smells like a smashed vertebral protrusion. Of course, you're not a leading expert on the subject, so you might want a second opinion.","___. __ ____ ___ _____ ______. _____, ___ ____ _____ _____ _____, __ _____ ____ ____ ___ _____.",
23,10,Hmm. It smells like a vertebral protrusion you once knew.,___. __ ____ ___ ____ ____ ____ ____ ____.,
23,11,Not much to report aurally.,___ ____ __ _____ _____ ______.,
23,12,Gee! I thought everybody knew what sun-dried gigundasaurus bone smelled like.,____! _____ _____ ______ ____ ___ __ ____ ___________ ______.,
23,13,It would be like licking a dehydrated peach pit.,__ ___ ____ _____ _____ _____.,
23,14,The only talking ribs you'll ever see are in fast-food commercials.,______ _______ _______ ___ ___ ____ ____ ________ _____ ____.,
24,0,These teeth are in to stay.,_______ ___ _____ ______.,
24,1,Many years of sandblasting by the Keronian elements have given the skull a smooth finish.,____ ____ __ ____ ___ __ ___ _____ ____ __ _____ ______ ________ _____ ___.,
25,0,Check out the claws on this sucker. We're talking major manicure action. Can't you imagine what it must have been like to serve as one of many hundreds of live meals the gigundasaurus must have shredded and refined internally in it's lifetime.,____ ____ _____ __ __. _____ ______ __ ______ ______ _______. ____ _____ ____ _____ __ ____ ____ _____ _______ _____ ____________ __ ____ _____ _____ _____ ____ ____. ,
25,1,"Can't you just feel the points of those talon-like claws slowly pressing through the thin outer-armour we call skin, popping through and separating ribs, and pushing aside anything it didn't pierce on the way, only to meet mid-torso.","___ __ __________ ______ _______ _______ _______ ___ ______ _______ ___ ____ _____ ___, ______ _______, _______ ___ ______, _______ _____ __ __ ___ ______ __ ____, __ ___ _____ ____ ___.",
25,2,The claws are much too large - not to mention much too deep in the sand - for you to do anything with.,______ ______ ___ - ___ ____ ______ ___ ____ - ____ _____ _____ ____ ____.,
255,0,%d,,
27,0,"Even without the fleshy matter which once enveloped parts of this claw, it won't be moving as a result of anything you could do.","_____ ___ _____ ______ ____ ___ ___ _____ __, ___ __ ____ ______ ____ ___ _____.",
28,0,"You notice a fine spray of glistening, metallic jelly decorating the walls. Otherwise, it's still the same old homey cave-in-a-skull.","___ _____ ____ ____ __ _'__ _____ _____ ____ __ ______. ___ ___, __ _____ _____ ____ ____ _______ _____ ______.",
28,1,This skull makes a darn comfortable little cave if you ignore the disturbing human-size remains in the back.,________ ___ ___ ___ ____ _____ _______ __ _____ ____ ________ ________ _____ _____ _____.,
28,2,You shiver at the sight of the spider droid entering the cave on its spindly legs. The cold metallic body searches for something to get up close and personal with. This could be interesting.,___ ______ _____ ______ _______ _____ _____ __ _____ _______. ____ ______ ___ ____ ____ ____ _____ ______ __. __ ____ _____ ______.,
28,3,Now THAT was cool! That killed two problems with no stones.,__ ___ _____! ____ ___ _______ ____ ____.,
28,4,"Orat, always in the mood for a snack, snatches the can out of the air with his spacious oral cavity, chews and swallows it. He notices a rumbling deep within his abdomen.","____, ____ ____ ___ ________, ____ __ _____ ____ ______ ____ _____ ______, ____ _____ ____. ___ ____ ___ ____ ____ ____.",
28,5,It's too late for that! You'd best jam!!,_____ ___ _____ __! ____ _____ ______ _____!!,
28,6,"OH, NOOOOO!!!","___, ______!!!",
28,7,"Orat has transformed you into a new piece of recreational equipment. Along with finding this treatment extremely rude, you don't survive it.","____ ____ __ _____ _____ ____ __ ____ ____. ____ ______ ____ ____ ____ _____ _______, ___ __ ____ __ __.",
28,8,"It's tough to make friends around here. Relax, stretch out, restore, and let's get back to it. There's adventuring to be done!","___ _____ ___ _____. ____, _____, _____, ______ ______. __ ______ _____ _____!",
28,9,It's too late for that now. Orat has already tuned his taste buds to your flavor frequency!,_____ ___ _____ __! ____ ___ _____ __ ______ ____ ___ _______ ___!,
28,10,"That thing? The knife can barely cut through rancid grell lard, much less the thick hide of Orat.","____ ___? _____ ____ _____ ______ _____ ____ ___ _____, ___ ____ __ ______ ____ __ ____.",
28,11,You think you can buy this guy off?   HA!,___ ____ _____ ____ __ _____ ___? __!,
28,12,The data cartridge seems to strike the orat as a big so what.,______ _______ _____ __ ______ __ __ ___ _______.,
28,13,"The widget does not appear edible to the big smelly monster. On the other hand, you do.","_____ ____ ____ _____ ______ _____ ______ _______ ______. ___ _____ ____, __.",
28,14,"Growwwwrrrr! Hmmm. Sounds the same in any language, doesn't it.",_________! ____. __ ____ ____ ___ ___ ___.,
28,15,Throwing him your survival kit does not seem the best strategy for your survival.,_____ ____ _______ _____ ____ _________ _______ ______ ______.,
28,16,Does he look like a vegatarian to you?,___ ____ __ ___ ____ ______?,
28,17,"Though normally known for his intellectually stimulating conversation in the monster and beast community, Orat seems limited to grunts in the way of response to your probing questions.","_____ ______ ____ ___ ____ ___ ___ ___________ ________ _______ ______, ____ ____ _____ ______ ___ _____ _________ ________ ________.",
28,18,The stench? Phew! Not even a text adventure would attempt that description.,_______? ___! _____ ______ _________ __ ____ ______ ____ __ ______.,
28,19,"You wouldn't want to do that. From the stench, you can make an educated guess, and it isn't a pleasant one.","__ ____ ____ _____ __ __. ______, ___ ____ ______ ______, ____ __ _____.",
28,20,You reach down and take the Orat part in your hand. Some of it oozes to fill the space between your fingers.,___ _______ _____ ____ _____ __ ____ __ ____ ____. ______ ________ ______ __ _______ ___ ________.,
28,21,"You notice a fine spray of glistening, metallic jelly decorating the walls.",___ _____ ____ ____ __ _'__ _____ _____ _____ __ ______.,
28,22,The walls are blank. This place could use some sprucing-up. Perhaps a nice little wall hanging or a velvet Elvis painting could warm the look of the place a bit.,______ _____. __ ___ ____ _____ _____ __. ____ ___ ________ __ ____ _____ __ _____ ___ _______ ____ ___ _______.,
