Sheet,room,idx,original,translated,comments
טקסטים לפי חדרים,145,7,"""Don't let appearances fool ya. This baby may be a relic, I mean, a classic, but she's as dependable as the day we got her. And just think, you'll be the only one in the quadrant with one. I guarantee it!""","""אל תתן למראה שלה להטעות אותך. החומד הזאת אומנם בסיסית, כלומר, קלאסית, אבל היא אמינה כמו ביום שקיבלנו אותה. ותחשוב על זה, אתה תהיה היחיד בכל הצביר עם אחת כזו. התחייבות שלי!""",
טקסטים לפי חדרים,145,8,"She's a beaut, isn't she? This little baby can do a spin around the planet in just under an hour. Look at the lines in that body work. They just don't make 'em like this any more, ya' know what I mean? And she's a real bargain at 185 buckazoids.","היא יפהפייה, לא כך? המתוקה הקטנה הזו יכולה להקיף את הכוכב בפחות משעה. תראה איזה קימורים יש לה. כבר לא עושים דברים כאלה היום, אתה מבין מה אני מתכוון? והיא במחיר מצחיק של 185 זוזואידים.",
טקסטים לפי חדרים,145,9,"Of course, minus your 70 buckazoid credit, that would come to 115 buckazoids.","כמובן, אחרי זיכוי של 70 זוזואידים, הכל יעלה לך 115 זוזואידים טבין ותקילין.",
טקסטים לפי חדרים,145,10,"""Well, there's a man with a good eye. This here is the keenest little scrambler in the hemisphere. Top of the line. Handles like a charm. Perfect for cruising the asteroid fields.""","""ובכן, הנה בן אדם מבין עניין. זאתי כאן היא המערבלת הכי חדה בחצי הכדור. הטובה מסוגה. מסתחררת כמו קסם. מושלמת לשיוט בשדות האסטרואידים.""",
טקסטים לפי חדרים,145,11,"""And she's got all the thrust a guy could need. I tell ya, she's an outright steal at 214 buckazoids.""","""ויש לה את כל הדחף שבן אדם יכול לחלום. אני אומר'ך אחי, קבל אותה במחיר חד פעמי של 214 זוזואידים.""",
טקסטים לפי חדרים,145,12,"Of course, minus your 70 buckazoid credit, that would come to, uh... 144 buckazoids.","כמובן, לאחר זיכוי של 70 זוזואידים, הכל יעלה לך ביחד, אה... 144 זוזואידים.",
טקסטים לפי חדרים,145,13,"""It's been a heckuva pleasure doin' business with you. It's a good thing you've already got a pilot droid, 'cause you need one to help you fly that thing. Well, good luck. Come again.""","""היה תענוג עצום לעשות איתך עסקים. מזל שכבר יש לך טייס אוטומטי, כי תצטרך אותו כדי להטיס את הדבר הזה. ובכן, שיהיה בהצלחה. מצפים לשובך.""",
טקסטים לפי חדרים,145,14,"""It's been a heckuva pleasure doin' business with you. Oh, by the way, you're gonna need a droid to help you fly that thing. Well, good luck. Come again.""","""היה תענוג מאין כמוהו לעשות איתך עסקים. אה, דרך אגב, תצטרך רובוט שיעזור לך להטיס את הדבר הזה. ובכן, בהצלחה. אתה תמיד מוזמן.""",
טקסטים לפי חדרים,145,15,"""I still have that other, fine ship just to the south of here. Whad'ya say, sport, shall we go give her another look-see?""","""יש לי עדיין את הספינה המשובחת ההיא, טיפה דרומה מכאן. מה אתה אומר, אלוף, ניתן לה עוד איזו הצצה קטנה?""",
טקסטים לפי חדרים,145,16,"""So, what are ya tryin' to pull? If you don't have the cash you can hit the sand. Go on, get out of here. You're wasting my time!""","""אז, למה אתה מטרטר אותי לחינם? אם אין לך מזומן לך לכל הרוחות. יאללה, צא בחוץ. אתה מבזבז לי את הזמן!""",
טקסטים לפי חדרים,145,17,"""I tell ya, I think you've made a wise decision. She's a beauty. The keys are in her. If you have any problems don't hesitate to come back and tell us about 'em.""","""ת'שמע לי, קיבלת את ההחלטה הנכונה. היא מקסימה. המפתחות בפנים. אם אתה נתקל בבעיות אל תהסס לחזור ולספר לנו עליהן.""",
טקסטים לפי חדרים,145,18,"Thanks, pal. I can't say how long I've wanted one of these.","תודה, אחי. אין לך מושג כמה זמן אני מחפש אחת כזאת.",
טקסטים לפי חדרים,145,19,All riiiight! Is this that new Earth Wars movie?,"מדהייייים! זה הסרט החדש ""מלחמת הכדורים""?",
טקסטים לפי חדרים,145,20,"""Yeah, I've heard about how your kind likes to skin my kind. If you only knew what WE do to monkeys on MY planet, you'd think twice about waving that little sticker in my direction. But, hey, I'd still like to sell you somethin'. What d'ya say?""","""כן, שמעתי איך בני מינך אוהבים לפשוט את העור לבני מיני. אילו רק ידעת מה אנו מעוללים לקופים על הכוכב שלנו, לא היית מעז לנפנף במדבקה הקטנה הזאת מול הפרצוף שלי. אבל, היי, הייתי שמח למכור לך משהו. מה ת'אומר?""",
טקסטים לפי חדרים,145,21,"Thanks a bunch, guy! This planet really dries me out. I feel like a you-know-what outa water.","תודה רבה, אחי! הכוכב הזה באמת ייבש אותי. אני מרגיש כמו אתה-יודע-מה מחוץ למים.",
טקסטים לפי חדרים,145,22,"Hey! I'm not responsible. That ship was in A-1 shape when I sold it to you. I swear it! Hey, wait a minute. That's not from any of MY ships. What are you tryin' to pull here?","הי! אני לא אחראי לכך. החללית הזו היתה במצב מצוין כשמכרתי אותה. נשבע לך! הי, רק שניה. זו בכלל לא אחת מהחלליות שלי. על מי אתה מנסה לעבוד?",
טקסטים לפי חדרים,145,23,"Right, guy. Like I need a stupid rock. Do I look like I was hatched just yesterday?","כן, אחי. כאילו יש לי צורך באבן מגוחכת. נראה לך שבקעתי אתמול מהביצה?",
טקסטים לפי חדרים,157,0,"What do you want to do, make faces at him to scare him away?","מה אתה רוצה, לעשות לו פרצופים עד שיברח?",
טקסטים לפי חדרים,157,1,"Oh, crud! It's one of the Sarien guards. I don't think you're going to enjoy this visit.",אוי שיט! זה אחד מהשומרים הסריאנים. אני חושב שאתה לא הולך להנות מהביקור הזה.,
טקסטים לפי חדרים,157,2,Go ahead. Walk on up and give it a try.,יאללה נראה אותך. עלה למעלה ונסה את מזלך.,
טקסטים לפי חדרים,157,3,You probably thought that was actually going to work. Ha!,בטח חשבת שזה יעבוד. חה!,
טקסטים לפי חדרים,158,0,You carbon based life forms are soooo annoying. My counterpart at Ulence Flats on Kerona told me about this one pesky humanoid in a grungy blue space suit who just kept pestering him. Oh why does commiting genocide seem such a good idea right now.,צורות החיים מבוססות הפחמן שלכם כל כךךך מעצבנות. המקביל שלי במישורי יולנס בקרונה סיפר לי על איזה דמוי אנוש טורדני בחליפת חלל מלוכלכת כחולה שלא מפסיק להטריד אותו. מעניין למה רצח עם נשמע לי עכשיו כמו רעיון מצוין.,
טקסטים לפי חדרים,158,1,"Go away, I'm not talking to you.","לך מפה, אני לא מדבר איתך.",
טקסטים לפי חדרים,158,2,I'm not talking to you.,אני לא מדבר איתך.,
טקסטים לפי חדרים,158,3,I'm still not talking to you.,אני עדיין לא מדבר איתך.,
טקסטים לפי חדרים,158,4,"Oh... welcome to the Weapons Dispensary, I guess. I've got an IQ of 5000 but they feel I'm only good enough to fetch weapons, like some whimpering puppy dog.","אה... ברוך הבא לבוטיק הנשק, אני מניח. יש לי מנת משכל של 5000 והם שולחים אותי להגיש כלי נשק, כאילו אני איזה כלבלב מיילל.",
טקסטים לפי חדרים,158,5,You'll have to show me your ID card so I can scurry off and fetch your weapon. Why they don't just wire me into the ship's systems - so I would know who you are without an ID card - is beyond even my supreme intellect.,תצטרך להראות לי את תעודת הזהות שלך כדי שאוכל לטופף לאחורי ולהביא לך את כלי הנשק שלך. מפני מה אין הם מחברים אותי למערכות הספינה - וכך הייתי יודע מי אתה ללא הצגת תעודת הזהות - נבצר אפילו מבינתי העילאית.,
טקסטים לפי חדרים,158,6,"Oh dear, you carbon-based life forms can be soooo annoying. Even something with your incredibly low intelligence should know enough not to enter a restricted area. I guess I'll just have to destroy you to prevent you from reproducing more of your kind.","אוי לי, צורות החיים מבוססות הפחמן שלכם יכולות להיות כל כך מעצבנות. אפילו משהו עם אינטליגנציה נמוכה להפליא כשלך אמור להבין שלא נכנסים לאזור מוגבל. אני משער שעלי להשמיד אותך על מנת למנוע ממך להתרבות ללא בקרה.",
טקסטים לפי חדרים,158,7,"Oh dear... another intruder. If it isn't fetching weapons for so-and-so or checking ID cards, its vaporizing bothersome simians.","אוי ואבוי לי... עוד פורץ. אם לא מסירת נשקים ובדיקת תעודות זהות, לפחות אידוי קופים מטרידנים.",
